stock,horizon,target_threshold,best_threshold,test_positive_rate,signal_rate,precision,recall,f1,balanced_accuracy,accuracy,proba_mean,proba_std,proba_min,proba_max,n_test,n_signals,error
META,60,0.05,0.3,0.46,0.0,0.0,0.0,0.0,0.5,0.54,0.5003479155666107,0.2518956624457114,0.04942328252023373,0.9727410435346809,200,0,
META,60,0.07,0.3,0.4,0.0,0.0,0.0,0.0,0.5,0.6,0.5388315465132911,0.23450206746140967,0.06373470008750899,0.9710451923630476,200,0,
GOOGL,10,0.02,0.44999999999999996,0.45,0.0,0.0,0.0,0.0,0.5,0.55,0.38981600304391917,0.058711438532670336,0.2397524697583753,0.5811733187541313,200,0,
GOOGL,10,0.03,0.39999999999999997,0.38,0.0,0.0,0.0,0.0,0.5,0.62,0.33611565724885345,0.06432787309717672,0.09965962992524754,0.5293785819845702,200,0,
GOOGL,10,0.05,0.3,0.225,0.0,0.0,0.0,0.0,0.5,0.775,0.1962823755915007,0.07141761666651818,0.034822588932682766,0.47946456934542236,200,0,
GOOGL,10,0.07,0.3,0.125,0.0,0.0,0.0,0.0,0.5,0.875,0.11113779125656904,0.06639745894241904,0.02316441445342447,0.4076494394684868,200,0,
GOOGL,20,0.02,0.5999999999999999,0.51,0.0,0.0,0.0,0.0,0.5,0.49,0.5057046320469263,0.1799843535954496,0.07140513569618186,0.7947770844038655,200,0,
GOOGL,20,0.03,0.5999999999999999,0.48,0.0,0.0,0.0,0.0,0.5,0.52,0.5396618769861168,0.1636874735142366,0.09260069229494108,0.7999325953649261,200,0,
GOOGL,20,0.05,0.44999999999999996,0.355,0.0,0.0,0.0,0.0,0.5,0.645,0.3655545839439938,0.14547287750228394,0.04322618468578342,0.6809374350111802,200,0,
GOOGL,20,0.07,0.35,0.225,0.0,0.0,0.0,0.0,0.5,0.775,0.1860756669752098,0.09025073229369908,0.03134607091664571,0.4517307818915958,200,0,
